,dest_ip,dest_port,highest_layer,length,response_type,src_ip,timestamp
1509,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.513183
1510,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.526881
1511,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.526944
1512,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.541605
1513,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.54167
1514,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.556097
1515,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.556175
1516,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397361.578373
1517,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.578573
1518,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.592177
1519,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.592239
1520,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.606167
1521,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.606265
1522,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.621233
1523,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.621295
1524,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.63582
1525,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.635888
1526,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.650524
1527,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.650623
1528,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397361.667433
1529,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.667752
1530,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.682612
1531,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.682733
1532,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.699215
1533,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.699302
1534,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.714122
1535,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.71423
1536,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.729404
1537,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.729468
1538,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.744619
1539,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.744693
1540,10.0.2.15,43917,DNS,331,1,162.212.156.148,1521397361.75918
1541,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.75945
1542,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397361.773944
1543,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.774046
1544,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.790226
1545,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.790349
1546,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.80362
1547,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.803715
1548,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.818702
1549,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.818802
1550,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.832452
1551,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.832513
1552,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397361.850546
1553,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.850754
1554,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.864676
1555,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.864733
1556,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.878854
1557,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.878919
1558,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.893037
1559,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.893098
1560,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.915678
1561,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.915755
1562,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.929575
1563,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.929632
1564,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397361.949512
1565,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.949712
1566,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.964994
1567,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.965058
1568,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.978045
1569,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.97817
1570,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.998735
1571,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.998801
1572,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.013777
1573,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.013839
1574,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.032734
1575,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.032794
1576,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397362.046884
1577,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.047219
1578,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.060905
1579,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.060969
1580,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.076082
1581,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.076143
1582,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.089278
1583,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.089345
1584,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.103143
1585,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.10321
1586,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.117843
1587,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.117898
1588,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397362.132384
1589,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.132584
1590,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.147287
1591,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.147355
1592,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.161098
1593,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.161212
1594,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.175928
1595,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.176008
1596,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.18966
1597,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.189722
1598,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.204178
1599,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.20424
1600,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397362.251034
1601,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.251242
1602,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.265437
1603,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.265505
1604,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.278588
1605,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.27865
1606,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.292094
1607,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.292207
1608,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.305565
1609,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.305624
1610,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.319195
1611,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.319295
1612,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397362.345916
1613,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.346133
1614,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.359793
1615,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.359872
1616,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.375776
1617,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.375845
1618,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.391241
1619,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.391328
1620,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.404623
1621,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.404683
1622,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.418118
1623,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.418256
1624,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397362.43335
1625,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.433665
1626,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.447994
1627,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.448102
1628,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.46383
1629,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.463918
1630,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.477717
1631,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.477781
1632,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.49132
1633,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.491407
1634,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.505627
1635,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.505757
1636,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397362.520843
1637,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.521058
1638,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.535191
1639,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.535248
1640,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.585125
1641,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.585185
1642,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.602595
1643,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.602664
1644,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.619033
1645,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.619095
1646,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.636065
1647,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.636172
1648,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397362.671392
1649,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.671588
1650,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.684949
1651,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.685017
1652,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397362.699417
1653,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.699502
1654,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.714685
1655,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.714744
1656,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.72801
1657,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.728093
1658,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.743918
1659,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.743995
1660,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397362.780133
1661,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.780319
1662,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.794734
1663,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.794797
1664,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397362.808307
1665,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.808384
1666,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.82225
1667,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.822346
1668,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.83774
1669,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.837798
1670,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.851682
1671,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.85175
1672,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397362.887632
1673,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.887838
1674,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.901307
1675,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.901401
1676,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397362.915854
1677,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.916082
1678,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.930291
1679,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.930352
1680,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.948667
1681,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.948734
1682,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397362.96322
1683,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397362.963284
1684,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397362.997553
1685,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397362.99774
1686,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.013425
1687,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.013484
1688,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397363.033043
1689,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.03312
1690,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.051067
1691,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.051126
1692,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.066294
1693,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.066355
1694,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.080884
1695,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.080944
1696,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397363.114917
1697,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.115099
1698,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.128858
1699,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.128937
1700,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397363.142453
1701,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.142591
1702,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.156671
1703,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.156784
1704,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.1712
1705,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.171258
1706,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.19437
1707,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.19445
1708,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397363.229038
1709,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.22923
1710,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.243623
1711,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.243718
1712,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397363.257914
1713,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.257993
1714,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.27437
1715,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.274449
1716,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.289138
1717,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.289214
1718,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.306603
1719,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.306665
1720,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397363.321086
1721,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.321302
1722,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.334824
1723,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.334882
1724,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.349686
1725,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.349742
1726,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.368073
1727,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.368147
1728,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.38229
1729,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.382405
1730,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.398673
1731,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.39873
1732,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397363.434313
1733,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.4345
1734,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397363.451464
1735,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.451585
1736,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.465826
1737,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.465885
1738,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.480329
1739,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.48039
1740,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.494809
1741,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.494867
1742,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.509572
1743,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.509632
1744,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397363.54873
1745,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.548923
1746,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397363.564575
1747,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.564648
1748,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.579177
1749,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.579239
1750,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.605813
1751,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.605876
1752,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.621461
1753,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.62152
1754,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.634833
1755,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.634923
1756,10.0.2.15,43917,DNS,331,1,162.212.156.148,1521397363.650891
1757,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.651091
1758,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.66625
1759,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.666309
1760,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.680245
1761,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.680306
1762,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.694497
1763,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.694553
1764,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.709607
1765,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.709663
1766,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.724408
1767,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.724465
1768,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397363.760826
1769,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.761057
1770,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.775681
1771,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.775818
1772,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397363.789513
1773,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.789601
1774,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.803862
1775,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.803965
1776,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.81864
1777,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.818703
1778,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.847243
1779,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.847327
1780,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397363.883329
1781,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.883536
1782,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397363.909506
1783,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.909599
1784,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.925064
1785,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.925128
1786,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.938753
1787,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.938812
1788,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.953974
1789,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397363.954032
1790,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397363.967483
1791,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397363.967561
1792,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.002337
1793,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.002546
1794,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.019503
1795,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.019562
1796,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397364.033604
1797,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.033688
1798,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.047394
1799,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.047457
1800,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.061314
1801,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.06139
1802,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.075483
1803,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397364.075546
1804,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.115493
1805,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.115687
1806,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397364.129501
1807,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.129576
1808,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.143805
1809,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.143876
1810,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.158974
1811,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.159104
1812,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.173997
1813,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.174056
1814,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.187856
1815,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397364.187946
1816,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.223036
1817,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.223222
1818,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.237925
1819,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.237988
1820,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397364.252132
1821,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.25221
1822,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.267599
1823,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.267668
1824,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.28127
1825,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.281424
1826,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.29737
1827,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397364.297459
1828,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.332825
1829,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.333029
1830,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.350037
1831,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.35011
1832,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397364.365055
1833,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.365141
1834,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.379316
1835,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.379376
1836,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.393636
1837,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.393697
1838,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.409419
1839,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397364.409482
1840,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.454457
1841,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.45466
1842,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397364.473129
1843,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.473204
1844,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.489139
1845,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.48921
1846,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.504621
1847,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.504681
1848,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.519134
1849,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.519255
1850,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.53303
1851,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397364.533085
1852,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.568458
1853,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.56873
1854,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.583402
1855,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.583464
1856,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397364.598284
1857,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.598361
1858,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.61188
1859,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.611973
1860,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.625336
1861,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.625393
1862,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.640211
1863,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397364.64032
1864,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.678181
1865,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.678416
1866,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.693413
1867,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.693477
1868,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397364.707642
1869,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.707721
1870,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.721473
1871,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.721532
1872,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.73605
1873,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.736107
1874,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.749764
1875,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397364.749823
1876,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397364.785391
1877,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.785576
1878,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397364.801615
1879,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397364.801671
1880,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397364.817757
