,dest_ip,dest_port,highest_layer,length,response_type,src_ip,timestamp
759,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.629293
760,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.629724
761,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.643972
762,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.64406
763,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.657833
764,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.657898
765,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.671214
766,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.671282
767,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.686487
768,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.686551
769,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.699569
770,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.699631
771,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.71624
772,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.71646
773,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.730573
774,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.73063
775,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.74439
776,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.74447
777,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.759037
778,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.759116
779,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.776377
780,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.776453
781,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.790739
782,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.790807
783,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.804906
784,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.805401
785,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.821191
786,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.821269
787,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.836336
788,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.836394
789,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.851404
790,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.851467
791,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.865316
792,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.86538
793,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.87837
794,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.878421
795,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.894023
796,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.894231
797,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.911319
798,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.911449
799,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.957431
800,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.957497
801,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.970801
802,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.970885
803,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.985665
804,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.985727
805,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.999363
806,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.999421
807,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.021159
808,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.021501
809,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.035024
810,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.035085
811,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.048955
812,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.049051
813,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.066379
814,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.066441
815,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.0799
816,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.079977
817,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.095197
818,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.09527
819,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.109076
820,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.109286
821,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.123658
822,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.123723
823,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.137282
824,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.137341
825,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.152171
826,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.152232
827,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.178239
828,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.178299
829,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.193205
830,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.193276
831,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.207753
832,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.207954
833,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.221155
834,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.221217
835,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.236335
836,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.236412
837,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.253252
838,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.253329
839,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.269092
840,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.269157
841,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.28381
842,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.283893
843,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.299009
844,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.299213
845,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.312938
846,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.313006
847,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.328316
848,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.328401
849,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.341478
850,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.341538
851,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.355562
852,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.355622
853,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.370359
854,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.370418
855,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.384561
856,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.384832
857,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.398538
858,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.398594
859,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.412463
860,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.412534
861,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.427036
862,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.427098
863,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.441751
864,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.44184
865,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.462112
866,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.462182
867,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.477268
868,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.477606
869,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.491414
870,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.491477
871,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.505842
872,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.506052
873,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.520172
874,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.520234
875,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.533898
876,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.533955
877,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.547714
878,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.547792
879,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.562198
880,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.562408
881,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.576102
882,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.576162
883,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.591264
884,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.591322
885,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.605927
886,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.605983
887,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.621108
888,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.62117
889,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.636569
890,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.636663
891,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.650911
892,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.651133
893,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.664807
894,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.66488
895,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.679227
896,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.679292
897,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.693673
898,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.693767
899,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.70866
900,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.708717
901,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.722523
902,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.722591
903,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.739954
904,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.740183
905,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.769784
906,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.76985
907,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.784217
908,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.784275
909,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.797626
910,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.797688
911,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.812056
912,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.812232
913,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.826831
914,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.826917
915,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.841215
916,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.841417
917,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.855643
918,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.855704
919,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.869454
920,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.869509
921,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.904996
922,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.905057
923,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.919345
924,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.919407
925,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.933778
926,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397354.933839
927,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397354.948399
928,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.9486
929,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.963366
930,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.963427
931,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.977907
932,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.977969
933,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397354.992202
934,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397354.992265
935,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.006212
936,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.006272
937,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.021518
938,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.021642
939,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.08442
940,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.084812
941,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.098218
942,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.098281
943,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397355.112576
944,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.112665
945,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.126863
946,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.126922
947,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.141349
948,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.141406
949,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.158306
950,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.158369
951,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.193264
952,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.193454
953,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.2077
954,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.207807
955,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397355.222675
956,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.22283
957,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.236324
958,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.236388
959,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.251633
960,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.251696
961,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.264786
962,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.264861
963,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.301023
964,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.301211
965,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.315511
966,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.315585
967,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397355.32911
968,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.329281
969,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.343681
970,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.343744
971,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.359519
972,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.359578
973,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.374122
974,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.374183
975,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.409821
976,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.410018
977,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.425217
978,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.425294
979,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397355.439986
980,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.440103
981,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.456497
982,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.456569
983,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.470856
984,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.470929
985,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.48511
986,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.485185
987,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.520039
988,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.520594
989,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397355.545059
990,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.545152
991,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.559459
992,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.559595
993,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.578625
994,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.578685
995,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.592521
996,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.592599
997,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.60742
998,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.607484
999,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.642456
1000,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.642654
1001,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.659548
1002,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.659618
1003,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397355.675265
1004,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.675343
1005,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.695521
1006,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.695584
1007,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.710455
1008,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.710518
1009,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.724213
1010,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.724284
1011,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.762002
1012,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.762338
1013,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397355.776105
1014,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.776187
1015,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.790555
1016,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.790615
1017,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.81868
1018,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.818745
1019,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.833622
1020,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.833679
1021,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.84679
1022,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.846852
1023,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397355.888173
1024,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.888363
1025,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397355.904129
1026,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.904364
1027,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.91834
1028,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.918403
1029,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.934482
1030,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.934548
1031,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.966715
1032,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397355.966782
1033,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397355.981199
1034,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397355.98131
1035,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.019776
1036,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.019972
1037,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.036229
1038,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.036286
1039,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397356.050774
1040,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.050854
1041,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.06419
1042,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.064251
1043,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.078483
1044,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.078548
1045,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.092859
1046,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.092922
1047,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.128511
1048,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.128693
1049,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.144048
1050,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.14414
1051,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397356.158259
1052,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.158344
1053,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.171945
1054,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.172011
1055,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.18591
1056,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.185983
1057,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.202458
1058,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.202535
1059,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.237514
1060,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.237702
1061,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.253059
1062,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.253121
1063,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397356.270303
1064,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.270379
1065,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.283982
1066,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.284119
1067,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.297684
1068,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.297744
1069,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.313468
1070,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.313544
1071,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.347721
1072,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.34793
1073,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.361793
1074,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.361931
1075,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397356.37789
1076,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.37797
1077,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.394114
1078,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.394185
1079,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.407857
1080,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.407947
1081,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.421739
1082,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.421803
1083,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.455437
1084,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.455692
1085,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.470627
1086,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.470695
1087,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397356.484635
1088,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.484868
1089,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.499031
1090,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.499101
1091,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.514689
1092,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.514746
1093,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.528729
1094,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.528797
1095,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.565294
1096,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.56548
1097,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397356.58646
1098,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.586549
1099,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.600588
1100,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.600646
1101,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.613952
1102,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.614009
1103,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.629567
1104,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.629628
1105,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.642364
1106,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.642424
1107,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.677035
1108,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.677219
1109,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.691456
1110,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.691534
1111,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397356.70525
1112,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.705333
1113,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.719972
1114,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.720032
1115,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.734324
1116,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.734383
1117,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.750892
1118,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.750955
1119,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.786935
1120,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.787121
1121,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.802609
1122,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.802686
1123,10.0.2.15,43917,DNS,392,1,162.212.156.148,1521397356.823033
1124,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.823112
1125,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.837097
1126,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.837156
1127,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.850576
1128,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.850638
1129,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.865582
1130,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.865637
1131,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397356.901651
1132,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.902022
1133,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.916703
1134,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.916762
1135,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397356.931154
1136,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.931242
